CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C13727,4229.914629,0.909091,1631.85,1631.85,0,4350.228299,0.416667,0.416667,0,0.083333,1,9,10000,6211.694188,1157.178012,0,12
C13734,971.268179,0.777778,2336.32,1845.99,490.33,0,0.777778,0.777778,0.555556,0,0,31,4000,299.485824,252.187792,0,9
C13736,383.921461,1,6598.29,6598.29,0,0,1,1,0,0,0,102,9500,4371.05477,229.880036,0.916667,12
C13738,288.525281,1,341.7,341.7,0,0,0.083333,0.083333,0,0,0,1,1000,246.925425,237.035886,0,12
C13741,5368.192094,1,4050.01,3863.11,186.9,4843.394482,0.666667,0.583333,0.166667,0.416667,13,32,13000,14290.99627,1337.235636,0,12
C13745,739.124439,0.727273,380.8,323,57.8,983.2321,0.416667,0.25,0.25,0.083333,2,7,4500,464.271303,211.836739,0,12
C13747,6743.544354,1,1437.65,317.5,1120.15,1957.772343,0.75,0.166667,0.583333,0.25,9,20,8000,1585.561354,1696.945451,0,12
C13750,2374.665105,1,339.82,339.82,0,1434.174341,0.166667,0.166667,0,0.333333,4,3,6000,622.389567,604.704131,0,12
C13753,2671.282197,1,2307.35,2165.12,142.23,0,0.833333,0.833333,0.25,0,0,31,7500,645.688177,623.12516,0,12
C13755,8700.079439,1,20421.59,16864.56,3557.03,0,1,1,1,0,0,204,17000,13002.30393,2746.592199,0.083333,12
C13756,1278.671515,1,229,229,0,1444.251462,0.166667,0.166667,0,0.25,10,3,1600,410.259989,456.099234,0.083333,12
C13758,4496.709257,1,945.26,945.26,0,0,0.25,0.25,0,0,0,4,9500,1149.199704,1093.331983,0,12
C13760,1390.597054,1,724.4,724.4,0,0,0.5,0.5,0,0,0,9,7000,998.57171,432.987767,0,12
C13762,177.592802,1,1471.55,1471.55,0,0,1,1,0,0,0,25,25000,1389.167981,262.826661,0.916667,12
C13764,1593.708884,1,1676.78,33.68,1643.1,1370.18527,1,0.083333,1,0.166667,2,38,1800,1542.745936,1458.898338,0,12
C13767,531.349404,1,1599.02,817.8,781.22,0,1,0.25,1,0,0,46,8000,1369.654983,200.078137,0,12
C13769,16.068323,0.636364,182.8,79,103.8,0,0.333333,0.083333,0.25,0,0,4,1200,294.668739,108.486655,0.571429,12
C13772,3743.771094,1,368.44,128.67,239.77,1428.188333,0.9,0.2,0.7,0.3,3,11,7000,748.149925,767.438566,0,10
C13775,1013.706876,1,2143.28,227.12,1916.16,3610.57243,0.916667,0.333333,0.583333,0.083333,1,34,7500,2945.957395,290.544441,0,12
C13778,712.91077,1,602.3,413.99,188.31,0,1,1,0.666667,0,0,26,7500,455.465188,205.19717,0,12
C13779,916.961442,1,156.5,156.5,0,0,0.083333,0.083333,0,0,0,3,1200,238.956831,440.543925,0,12
C13780,837.142436,1,5344.92,3666.78,1678.14,0,1,0.916667,1,0,0,157,8500,4522.48655,222.642044,0,12
C13781,6468.426706,1,277.7,277.7,0,4440.766432,0.666667,0.666667,0,0.333333,6,8,10000,1544.782363,1970.75409,0,12
C13782,35.460649,0.909091,378.58,378.58,0,0,0.083333,0.083333,0,0,0,2,2000,388.874728,47.739871,0,12
C13784,561.974673,1,2930.99,2279,651.99,0,0.75,0.333333,0.666667,0,0,20,4000,510.35919,262.710453,0,12
C13786,658.123447,1,1294.09,712.68,581.41,106.899407,1,0.5,1,0.083333,1,62,4000,1803.332627,176.771849,0,12
C13789,284.510677,0.818182,83.2,83.2,0,0,0.083333,0.083333,0,0,0,1,6500,1033.94329,146.825436,0.090909,12
C13791,5629.224986,1,3382.96,3382.96,0,553.500582,1,1,0,0.166667,3,42,10500,1537.649319,1279.024775,0,12
C13792,1210.573775,1,2077.09,1578.62,498.47,0,1,1,0.5,0,0,20,1500,879.902552,525.459448,0,10
C13793,2784.364948,1,1178.31,1178.31,0,0,0.583333,0.583333,0,0,0,8,8500,4188.764712,776.323383,0,12
C13794,283.899006,1,818.69,519.49,299.2,947.496827,0.833333,0.166667,0.75,0.083333,1,15,8000,4618.241,199.905433,0,12
C13795,9630.367575,1,5245.28,2931.2,2314.08,0,0.5,0.5,0.333333,0,0,29,21000,5669.928467,2420.224884,0,12
C13796,105.216147,1,1445.55,1135.55,310,0,1,1,0.416667,0,0,32,13500,1267.655533,179.377143,0.9,12
C13798,954.260731,1,611.08,567.32,43.76,0,0.833333,0.666667,0.083333,0,0,14,3500,795.002019,189.893901,0,12
C13799,5779.287938,1,5233.92,3277.47,1956.45,0,1,0.75,1,0,0,61,6000,3555.592453,4277.740666,0,12
C13800,6727.925578,1,1694.48,1457.48,237,5881.182495,0.5,0.5,0.166667,0.333333,10,14,7000,0,,0,6
C13803,148.511058,0.363636,562.24,349,213.24,0,0.333333,0.083333,0.25,0,0,5,9000,18.208604,74.16386,0,12
C13806,3993.254745,1,2049.97,843.7,1206.27,373.338524,1,0.583333,1,0.333333,5,68,5200,1089.826018,974.979137,0,12
C13809,72.02566,1,222.6,222.6,0,0,0.333333,0.333333,0,0,0,4,7500,390.258331,147.64645,0,12
C13810,224.313303,1,2426.96,859.5,1567.46,0,0.75,0.25,0.5,0,0,16,17500,1660.462764,214.351604,0,12
C13816,6943.433775,1,3513.64,3513.64,0,0,0.833333,0.833333,0,0,0,7,8000,879.211422,804.71261,0,6
C13817,9598.377893,1,781.18,332.95,448.23,5967.801306,1,0.083333,1,0.333333,14,19,12000,2723.358933,4437.764187,0,12
C13820,142.833472,1,1400.18,85,1315.18,0,0.916667,0.083333,0.833333,0,0,22,3000,1575.110682,154.612528,0.636364,12
C13821,3177.742619,1,153.72,153.72,0,0,0.416667,0.416667,0,0,0,5,3500,1078.780479,780.955903,0,12
C13826,3562.624897,1,244.5,244.5,0,3815.281397,0.083333,0.083333,0,0.166667,3,2,5500,1402.591743,914.737883,0,12
C13833,22.682781,0.272727,161.5,161.5,0,0,0.083333,0.083333,0,0,0,1,2000,934.889414,81.670199,0,12
C13835,797.925938,1,3143.21,2352.5,790.71,0,1,1,1,0,0,70,6500,4268.871085,289.372678,0,12
C13836,430.592769,1,1741.39,564,1177.39,0,1,0.25,1,0,0,57,5000,1125.765206,248.140964,0.083333,12
C13839,1565.025253,1,3035.98,785.6,2250.38,7003.112284,1,0.5,1,0.666667,36,94,2500,13562.87926,1709.158354,0.666667,12
C13840,2828.6637,1,3766.55,1165.85,2600.7,2157.382814,1,0.333333,0.916667,0.083333,2,43,10000,3100.096212,1107.07388,0.083333,12
C13846,336.565042,1,875.52,341,534.52,0,1,0.25,0.916667,0,0,22,4000,299.441751,191.111282,0,12
C13848,369.384435,1,3303.03,87.9,3215.13,0,0.833333,0.166667,0.75,0,0,28,6000,2353.184431,173.56131,0,12
C13851,88.327488,1,669.75,669.75,0,0,1,1,0,0,0,12,4300,632.122421,179.875598,0.545455,12
C13852,1253.723768,1,87.4,87.4,0,0,0.083333,0.083333,0,0,0,2,6500,303.383266,307.918918,0,12
C13858,673.014589,0.833333,638,638,0,2421.366568,0.833333,0.833333,0,0.666667,15,10,8000,789.728968,185.543824,0,6
C13861,1383.892711,1,1095.13,235.4,859.73,99.30138,1,0.25,1,0.083333,1,26,6000,1130.55011,415.172992,0,12
C13863,542.036699,1,423.86,423.86,0,0,1,1,0,0,0,12,2500,770.057042,211.127834,0,12
C13864,757.67311,1,2553.46,568.46,1985,0,1,0.25,1,0,0,25,7000,2559.544182,241.597164,0,12
C13865,5311.078831,1,1349.62,887.94,461.68,4258.489193,0.833333,0.75,0.833333,0.416667,13,21,6000,2212.652278,2429.739931,0,12
C13866,734.663507,0.75,218,218,0,952.495425,0.125,0.125,0,0.125,1,1,1500,992.813331,164.909489,0,8
C13868,62.082275,0.909091,791.68,568.66,223.02,0,0.833333,0.583333,0.583333,0,0,22,4500,892.892557,176.794551,0.75,12
C13870,92.279773,1,842.51,842.51,0,0,0.916667,0.916667,0,0,0,12,9500,655.378633,151.346633,1,12
C13872,2953.212886,0.545455,320.48,188,132.48,261.393051,0.833333,0.166667,0.666667,0.083333,1,11,10000,8972.867229,718.597731,0,12
C13875,1110.575152,1,3384.68,2344.28,1040.4,0,1,0.833333,1,0,0,47,6000,0,,0,12
C13877,7291.244386,1,3509.25,2299.45,1209.8,64.517949,1,1,1,0.083333,1,73,12000,1543.281435,2581.26123,0,12
C13881,187.973296,1,116,116,0,0,0.166667,0.166667,0,0,0,2,4000,244.135461,170.124513,0,12
C13882,381.627688,1,1266.2,1153.56,112.64,0,0.75,0.666667,0.166667,0,0,21,1500,693.809552,179.077356,0,12
C13883,5852.750868,1,722.8,269,453.8,5817.204294,0.5,0.083333,0.416667,0.416667,10,8,9000,1771.136112,1789.579488,0,12
C13885,290.175484,1,345.17,219.8,125.37,0,0.636364,0.181818,0.545455,0,0,11,6000,376.607432,184.176753,0,11
C13886,102.58313,0.636364,2044.73,1294.39,750.34,0,1,1,0.666667,0,0,24,10000,2329.319937,64.668944,0.3,12
C13887,224.812081,1,388.9,119,269.9,0,0.5,0.083333,0.416667,0,0,7,1500,671.924423,171.946342,0,12
C13890,675.8726,1,1315.3,1265.32,49.98,0,0.916667,0.833333,0.083333,0,0,18,4000,0,,0,12
C13891,683.849179,1,7387.83,3894.51,3493.32,0,1,0.5,0.916667,0,0,50,8000,6873.576182,229.157755,0.75,12
C13893,2628.010018,1,1918.14,1367.73,550.41,1051.790943,0.916667,0.75,0.833333,0.583333,11,57,7000,3129.107625,759.02622,0,12
C13896,4199.989868,1,11653.14,6884.6,4768.54,0,0.916667,1,0.916667,0,0,84,16500,13660.2412,1056.912965,0,12
C13897,2288.181566,1,177.45,88,89.45,0,0.333333,0.083333,0.25,0,0,5,5000,712.897132,666.545104,0,12
C13898,5312.289573,1,399.92,289,110.92,7412.140941,0.25,0.083333,0.25,0.583333,19,10,7500,13817.5638,6729.203906,0.083333,12
C13902,182.709228,0.909091,2463.21,1295.84,1167.37,0,1,1,1,0,0,44,9500,2362.519923,115.016047,0.444444,12
C13903,483.261458,1,3228.3,3228.3,0,0,0.416667,0.416667,0,0,0,34,600,3304.347175,476.295378,0.166667,12
C13904,3676.225496,1,2743.35,1299.63,1443.72,1095.478557,1,0.666667,0.916667,0.083333,1,78,6000,1859.086356,1075.569803,0,12
C13905,242.161751,1,686,686,0,0,0.25,0.25,0,0,0,5,1600,79.554524,142.15912,0,12
C13907,2.476557,0.166667,115.7,115.7,0,0,0.333333,0.333333,0,0,0,2,4500,0,,0,6
C13908,3515.499451,1,2864.32,1215.93,1648.39,2880.208755,1,0.583333,1,0.416667,40,91,5500,3362.139057,1988.153764,0,12
C13911,1565.98205,0.818182,1677.26,614.85,1062.41,0,0.75,0.166667,0.75,0,0,22,4500,7364.974854,815.300574,0.444444,12
C13913,166.442301,0.454545,797.58,797.58,0,0,0.083333,0.083333,0,0,0,1,9500,2402.676315,207.671591,0,12
C13919,923.117542,0.909091,224.4,224.4,0,1845.4779,0.083333,0.083333,0,0.333333,8,3,1700,2232.42607,467.573132,0,12
C13920,1885.892405,1,675.69,675.69,0,232.702808,0.416667,0.416667,0,0.166667,3,5,2000,657.008002,577.720179,0,12
C13924,396.376998,1,286.74,52.49,234.25,0,0.75,0.083333,0.666667,0,0,15,1000,232.783063,187.565813,0,12
C13927,890.633006,0.909091,756.73,756.73,0,0,0.416667,0.416667,0,0,0,9,3000,1964.578805,276.845199,0,12
C13928,57.408695,1,338.5,338.5,0,0,0.166667,0.166667,0,0,0,2,7000,354.35735,199.273484,0.125,12
C13933,2673.770349,1,435,435,0,3667.84151,0.181818,0.181818,0,0.181818,2,3,5000,1143.636383,586.53723,0,11
C13936,2012.049986,1,1279.21,242.91,1036.3,196.593829,1,0.333333,1,0.083333,1,50,4500,656.977251,862.499664,0,12
C13940,43.200086,1,324,324,0,0,1,1,0,0,0,12,1800,350.499835,189.592793,0.3,12
C13943,604.816148,1,764,331,433,796.641859,0.916667,0.166667,0.916667,0.333333,7,25,10500,1984.660403,215.409725,0.083333,12
C13944,680.671377,1,8040.78,2946.69,5094.09,0,1,0.666667,1,0,0,66,7000,6331.737868,194.172362,0.833333,12
C13949,509.872908,0.454545,31.89,31.89,0,0,0.083333,0.083333,0,0,0,1,1500,1396.027009,237.748097,0,12
C13950,1008.864224,1,1392.83,1392.83,0,0,0.333333,0.333333,0,0,0,7,9000,1265.870255,274.007655,0,12
C13951,723.172037,1,2095.14,238,1857.14,0,0.75,0.166667,0.583333,0,0,25,5000,1509.479538,283.139714,0,12
C13958,874.571604,1,385.7,316.7,69,289.822557,0.416667,0.333333,0.166667,0.166667,2,8,2000,357.969443,231.854555,0,12
C13959,444.760263,0.636364,3734.7,3734.7,0,0,0.333333,0.333333,0,0,0,7,4000,5808.857795,180.414703,0.5,12
C13962,101.682988,1,610.34,86,524.34,0,1,0.166667,1,0,0,40,1500,324.924223,152.877812,0.090909,12
C13965,42.68579,0.909091,708,326,382,0,0.75,0.166667,0.5,0,0,20,3000,755.300687,149.306085,0.625,12
C13966,146.261257,1,3139.97,2499.22,640.75,0,1,1,0.916667,0,0,41,5000,2990.926573,176.657439,0.833333,12
C13968,1593.364737,1,2298.49,684.2,1614.29,554.604914,1,0.416667,1,0.25,3,53,4500,1082.087826,347.210824,0,12
C13970,58.167348,0.181818,438.87,438.87,0,0,0.083333,0.083333,0,0,0,1,7500,1748.469291,270.533346,0,12
C13971,2514.895334,1,3172.38,1653.16,1519.22,656.112456,1,0.916667,0.916667,0.166667,2,41,6800,2646.255583,692.03719,0,12
C13973,80.00717,1,1548.37,28.58,1519.79,0,0.916667,0.083333,0.75,0,0,21,9500,1105.365158,149.982961,0.7,12
C13978,4564.860642,1,1701.13,1322.61,378.52,0,1,0.916667,0.833333,0,0,39,12000,1205.113895,1141.311115,0,12
C13979,1709.346088,1,339,339,0,0,0.166667,0.166667,0,0,0,4,2000,612.684346,476.106586,0,12
C13980,94.83691,1,1027.84,93,934.84,0,1,0.083333,1,0,0,28,18000,1041.284778,173.91503,0.416667,12
C13982,64.677565,1,363.71,363.71,0,0,1,1,0,0,0,12,6000,343.104512,171.000625,0.083333,12
C13987,348.066767,1,695,695,0,0,0.083333,0.083333,0,0,0,1,4000,470.847821,179.773891,0,12
C13989,39.557369,0.363636,45.65,45.65,0,0,0.083333,0.083333,0,0,0,1,3000,831.294005,237.52827,0,12
C13992,1184.924492,0.9,306,234,72,1314.443111,0.4,0.2,0.3,0.2,8,7,3000,500.833154,672.890662,0,10
C13996,3912.344717,1,2080.66,672.48,1408.18,1829.712153,1,0.166667,1,0.166667,5,42,6000,1017.896487,888.469097,0,12
C13997,469.380653,1,5117.56,2562.27,2555.29,0,1,1,1,0,0,81,4300,5270.796852,216.41101,0.333333,12
C14002,131.760301,1,789.43,787.48,1.95,0,1,1,0.083333,0,0,14,5000,2023.907685,187.636973,0.916667,12
C14006,1726.125465,1,223.95,223.95,0,265.018687,0.083333,0.083333,0,0.083333,1,1,5000,1734.836967,533.845048,0,12
C14011,580.175457,1,759.5,85,674.5,995.015703,0.833333,0.166667,0.75,0.333333,5,24,4000,1194.432152,1174.266863,0.083333,12
C14012,9.444869,0.363636,127.14,127.14,0,0,0.166667,0.166667,0,0,0,2,4000,0,,0,12
C14015,4825.450839,1,5855.46,5855.46,0,0,0.833333,0.833333,0,0,0,26,7000,3866.077948,1232.547913,0,12
C14020,475.675998,1,5421.73,5421.73,0,0,1,1,0,0,0,34,10500,5510.903074,183.857011,1,12
C14023,113.629276,0.272727,798,798,0,0,0.083333,0.083333,0,0,0,1,5000,4372.014696,84.491283,0,12
C14026,26.506901,0.909091,400.91,115.61,285.3,0,0.583333,0.083333,0.416667,0,0,19,2500,465.179466,147.891541,0.5,12
C14027,157.66813,0.857143,1263.51,87,1176.51,0,0.714286,0.142857,0.428571,0,0,8,10000,1458.713508,101.798289,1,7
C14031,1914.092562,1,538.85,487.5,51.35,0,0.416667,0.416667,0.166667,0,0,9,2000,1022.911305,980.069709,0,12
C14035,342.358505,0.818182,633.66,65.96,567.7,367.516136,0.5,0.083333,0.333333,0.083333,1,6,4500,1625.059543,155.289203,0.272727,12
C14037,2275.53087,1,1343.65,1262.29,81.36,0,1,0.666667,1,0,0,25,3000,718.5624,563.556704,0,12
C14042,2944.156996,1,12.22,12.22,0,244.694657,0.083333,0.083333,0,0.166667,2,1,3000,628.31462,1288.695715,0,12
C14043,1693.841127,1,2439.98,1373.89,1066.09,1068.614851,1,0.75,1,0.333333,7,45,5500,1474.677315,507.969189,0,12
C14046,3048.011738,1,1271.34,1239.42,31.92,0,0.75,0.75,0.083333,0,0,24,3200,1216.277275,1864.446362,0,12
C14057,138.596394,1,1333.9,663.9,670,0,0.75,0.583333,0.333333,0,0,14,7500,1000.797013,142.442556,0.333333,12
C14059,592.416944,1,6228.01,3454.7,2773.31,0,1,1,1,0,0,117,4500,6052.32316,169.979797,1,12
C14061,8.585976,0.545455,512.59,352.5,160.09,0,0.5,0.083333,0.333333,0,0,10,2500,908.190297,67.458687,0.25,12
C14062,32.612016,0.454545,545.88,545.88,0,0,0.25,0.25,0,0,0,4,2000,1100.892272,150.867379,0.5,12
C14064,147.765977,0.363636,1328.94,1328.94,0,0,0.166667,0.166667,0,0,0,4,4000,4606.168653,107.749361,1,12
C14066,816.765152,1,7967.04,7839.22,127.82,0,1,1,0.416667,0,0,81,10000,8455.311569,193.562444,1,12
C14069,117.018324,0.909091,625.94,625.94,0,0,0.545455,0.545455,0,0,0,6,11000,627.763481,206.754529,0.142857,11
C14071,1087.567113,1,564.54,357.9,206.64,0,0.75,0.083333,0.666667,0,0,16,1400,443.196272,473.446195,0,12
C14073,3.141961,0.181818,16,16,0,0,0.083333,0.083333,0,0,0,1,5500,656.045331,120.437462,1,12
C14075,75.936035,0.545455,856.44,856.44,0,0,0.272727,0.272727,0,0,0,3,2300,426.894188,69.065604,0,11
C14080,179.209557,1,1526.42,1526.42,0,0,1,1,0,0,0,26,13500,1482.286465,190.938401,0.916667,12
C14082,2046.402647,1,3976.4,3298.79,677.61,0,1,0.833333,0.416667,0,0,23,7000,3413.229693,513.763932,0,12
C14088,501.453416,1,1199.46,447,752.46,0,0.833333,0.166667,0.666667,0,0,17,6500,495.243088,183.429357,0,12
C14089,1422.85376,1,159.46,159.46,0,0,0.1,0.1,0,0,0,3,1600,468.122486,304.823458,0,10
C14096,8121.778586,1,231.14,52.44,178.7,2992.209093,1,0.083333,1,0.25,18,14,12000,2143.672319,2870.329811,0,12
C14097,54.096839,0.727273,185.99,44.99,141,0,0.333333,0.083333,0.25,0,0,5,4000,367.310313,128.442353,0,12
C14100,437.397682,1,1936.22,1538.97,397.25,396.568016,1,1,0.916667,0.083333,1,34,4000,2449.272289,190.128004,0,12
C14105,1030.503395,1,25.26,25.26,0,0,0.166667,0.166667,0,0,0,2,3000,1135.363289,237.276808,0,12
C14106,1420.113689,1,393.63,393.63,0,0,0.416667,0.416667,0,0,0,8,1500,473.832445,617.154654,0,12
C14107,6.109243,0.181818,73.64,73.64,0,0,0.083333,0.083333,0,0,0,1,4000,71.926635,16.121833,0,12
C14115,1724.945864,1,2075.18,1841.7,233.48,0,0.916667,0.916667,0.416667,0,0,25,8500,3792.747568,451.651522,0,12
C14117,99.029726,1,1496.87,429.27,1067.6,0,0.916667,0.333333,0.833333,0,0,48,5000,1760.086698,164.9079,0.416667,12
C14120,4506.159773,1,1948.25,546.35,1401.9,1870.142289,1,0.25,1,0.083333,2,27,11500,2398.862474,1166.102556,0,12
C14121,231.089583,1,1547.92,1547.92,0,0,1,1,0,0,0,12,9000,1230.772375,196.595495,0.333333,12
C14124,421.796337,1,2748.74,1623.74,1125,0,1,1,0.666667,0,0,48,4500,2684.86037,169.599243,0.25,12
C14126,5376.338384,1,5899.35,3732.48,2166.87,0,1,0.75,0.916667,0,0,112,6000,2816.619335,2785.379085,0,12
C14127,2557.241228,1,2131.06,749.47,1381.59,0,0.916667,0.5,0.833333,0,0,55,5000,0,,0,12
C14128,3971.701463,1,721.51,175,546.51,0,0.916667,0.083333,1,0,0,53,13500,1169.633242,1354.544785,0,12
C14129,2454.552939,1,461.32,24,437.32,0,0.416667,0.083333,0.333333,0,0,6,8000,1010.442597,681.475934,0,12
C14131,2682.407264,1,315.5,315.5,0,6629.320612,0.25,0.25,0,0.833333,28,4,6000,1617.804094,907.05151,0.1,12
C14132,3358.724054,1,328,328,0,8416.854736,0.166667,0.166667,0,0.583333,27,2,5000,6698.912435,1653.896679,0.166667,12
C14139,187.204739,1,2816.01,2565.97,250.04,0,1,1,0.5,0,0,19,6000,2078.813618,163.082736,0.8,12
C14143,136.839366,0.636364,1133.54,1133.54,0,0,0.25,0.25,0,0,0,4,16500,4802.004681,234.303131,0.428571,12
C14144,4858.92532,1,9282.12,1578.86,7703.26,4446.461559,0.833333,0.5,0.666667,0.083333,1,111,9000,16822.58645,3983.471892,0,12
C14147,4252.504676,1,2172.77,1491.73,681.04,0,1,1,1,0,0,45,11000,1425.671686,1217.875041,0,12
C14150,285.645503,1,1265.24,893.54,371.7,0,0.833333,0.5,0.5,0,0,24,7000,1791.285108,197.065604,0.083333,12
C14151,2033.538173,1,929.25,297.51,631.74,1567.042271,1,0.25,1,0.083333,1,20,3500,1291.31841,1843.752247,0,12
C14155,3252.763399,0.833333,230,74,156,4497.284924,0.833333,0.166667,0.666667,0.333333,5,11,4500,567.149683,953.566574,0,6
C14158,212.282538,0.545455,1698.9,1698.9,0,0,0.25,0.25,0,0,0,10,3000,2865.759368,191.098681,1,12
C14159,3298.236901,1,385,385,0,0,0.083333,0.083333,0,0,0,1,7100,911.237387,785.033485,0,12
C14162,44.192011,0.454545,356,356,0,0,0.166667,0.166667,0,0,0,2,16500,836.690499,205.907225,0,12
C14164,4663.032241,1,1325.31,1325.31,0,0,0.333333,0.333333,0,0,0,5,4500,2064.110786,6004.094182,0,12
C14166,70.963378,1,759.73,432.37,327.36,0,1,1,0.916667,0,0,25,7800,691.394748,181.926756,0.75,12
C14171,293.614532,0.857143,839.61,839.61,0,2018.794348,0.714286,0.714286,0,0.857143,12,11,3000,2585.110269,102.177146,0.5,7
C14174,1674.490411,1,421.71,334.94,86.77,0,0.5,0.5,0.166667,0,0,11,1700,790.338065,691.969013,0,12
C14184,382.159579,0.363636,287.68,165,122.68,0,0.416667,0.083333,0.416667,0,0,6,2500,1879.689693,139.703904,0,12
C14190,6978.185657,1,1051.43,174.48,876.95,5146.349321,0.75,0.083333,0.75,0.333333,10,12,7500,3756.694846,3084.193348,0,12
C14191,1204.187686,1,674.85,226.96,447.89,0,0.833333,0.166667,0.75,0,0,11,7500,741.851507,285.994556,0,12
C14192,1711.589245,1,1659.26,1152.26,507,0,0.833333,0.25,0.583333,0,0,13,6500,774.909705,545.130096,0,12
C14194,1409.206763,1,143.5,143.5,0,0,0.083333,0.083333,0,0,0,1,3000,432.361276,300.764907,0,12
C14198,0.859447,0.454545,23,23,0,0,0.083333,0.083333,0,0,0,1,3000,0,,0,12
C14203,1155.692527,1,981.2,326.2,655,0,0.583333,0.166667,0.416667,0,0,12,1200,1279.911936,1176.743934,0,12
C14204,375.583779,0.818182,1567.4,1567.4,0,830.455855,0.583333,0.583333,0,0.083333,1,14,2500,2695.75854,188.250177,0.666667,12
C14205,13968.47957,1,281.71,8.9,272.81,2710.679764,0.416667,0.083333,0.333333,0.666667,12,9,18500,3464.441992,3360.086085,0,12
C14206,1847.255047,1,186.33,117.58,68.75,0,0.666667,0.25,0.416667,0,0,8,2000,494.841702,575.035999,0,12
C14212,105.069311,1,1344.87,1344.87,0,0,0.916667,0.916667,0,0,0,12,1700,1461.200691,176.308343,0.25,12
C14215,822.755885,1,531.14,359.24,171.9,0,1,0.428571,0.571429,0,0,10,3000,267.707871,117.131173,0,7
C14220,1435.975897,1,418.56,418.56,0,0,0.333333,0.333333,0,0,0,4,2150,950.209773,466.163755,0,12
C14221,1160.514847,1,3726.79,664,3062.79,0,1,0.083333,1,0,0,89,3000,3312.651656,310.179028,0.083333,12
C14224,968.504914,1,257.71,45.65,212.06,0,0.166667,0.083333,0.166667,0,0,4,1000,623.314494,842.242726,0,12
C14225,200.806352,1,1957.45,1799.14,158.31,0,1,1,0.166667,0,0,49,6000,1934.825977,193.934077,0.75,12
C14230,2778.737121,1,1973,1973,0,0,0.166667,0.166667,0,0,0,2,6500,630.766685,728.216731,0,12
C14231,1138.592025,1,327.99,248.99,79,0,0.333333,0.25,0.166667,0,0,9,1200,559.386373,902.962826,0,12
C14235,3803.111606,1,2025.96,541.39,1484.57,0,1,0.333333,0.833333,0,0,51,5600,1354.420552,990.395353,0,12
C14236,841.744925,0.777778,2481.55,2481.55,0,0,0.555556,0.555556,0,0,0,9,5000,524.564867,275.814651,0,9
C14238,382.449723,1,4162.66,917.78,3244.88,0,1,0.416667,1,0,0,60,5000,4103.998759,190.768834,0.833333,12
C14242,346.013906,0.818182,3561.31,1542.67,2018.64,0,0.75,0.333333,0.583333,0,0,39,5500,3156.901501,141.404986,0.5,12
C14245,358.674215,0.727273,411.3,411.3,0,4327.056723,0.25,0.25,0,0.333333,9,4,2500,6981.148039,136.660716,0.2,12
C14249,3039.972975,1,5988.29,4484.77,1503.52,0,1,1,1,0,0,68,7000,2458.531724,878.361313,0,12
C14250,22.151355,0.333333,134.87,64.98,69.89,0,0.333333,0.166667,0.166667,0,0,3,3000,41.580849,81.595815,0,6
C14253,1718.034412,1,422.68,422.68,0,3406.374587,0.333333,0.333333,0,0.833333,25,4,3500,3752.094461,797.08178,0.083333,12
C14254,3907.641073,1,2001.35,147.84,1853.51,466.60762,1,0.083333,1,0.166667,2,141,4000,2111.180988,3216.413727,0,12
C14255,1189.030969,1,1122.3,1122.3,0,1425.965785,0.416667,0.416667,0,0.416667,9,9,4000,3231.526204,318.563445,0,12
C14256,18495.55855,1,5288.28,3657.3,1630.98,0,1,0.583333,1,0,0,76,22000,4246.168346,4227.08158,0,12
C14262,2015.554911,1,1446.48,493.88,952.6,0,0.666667,0.25,0.666667,0,0,27,13000,4537.716739,563.63857,0,12
C14266,3063.422164,0.727273,1646.48,555.73,1090.75,2934.748266,0.833333,0.333333,0.833333,0.166667,5,28,4500,6543.279871,2016.24126,0,12
C14267,478.787453,1,780.38,655.74,124.64,144.37846,0.5,0.416667,0.083333,0.083333,1,12,1500,1842.23355,217.989591,0.111111,12
C14268,697.141393,1,1027.28,567,460.28,0,0.583333,0.083333,0.416667,0,0,13,2000,1822.954828,175.169946,0,12
C14270,53.994628,1,257,257,0,0,0.083333,0.083333,0,0,0,3,6500,423.058905,63.502182,0.083333,12
C14273,63.930277,0.545455,626.98,589.1,37.88,0,0.416667,0.416667,0.083333,0,0,10,3000,450.633632,166.929549,0.5,12
C14277,1044.704008,1,1142.6,346,796.6,0,1,0.333333,1,0,0,61,5000,1881.871223,249.300419,0.083333,12
C14278,809.572784,1,691.66,691.66,0,992.321871,0.333333,0.333333,0,0.25,4,4,1500,1395.925667,263.711559,0,12
C14280,123.632161,1,506,146,360,0,1,0.166667,1,0,0,14,6000,662.272892,184.935623,0.083333,12
C14289,16.657046,0.363636,186.32,65,121.32,0,0.166667,0.083333,0.083333,0,0,4,600,28.317708,55.354917,0,12
C14291,2224.065672,1,81.84,81.84,0,1570.966236,0.083333,0.083333,0,0.666667,12,5,2500,487.001643,968.791469,0,12
